cat_core_1,cat_core_2,cat_core_3,noise_1,noise_2,target
1.0,0.0,0.0,2.90820375986986,1.918251515421626,1.0
1.0,0.0,0.0,-2.01189417746572,-0.135504067685023,1.0
1.0,0.0,0.0,-2.701053148385278,-1.94001685832428,1.0
1.0,0.0,0.0,-1.4170209648669205,-3.166412738377238,1.0
1.0,0.0,0.0,2.7734053407914407,-2.7950722005460698,1.0
0.0,1.0,0.0,0.3735287809187966,-0.3779556124863186,1.0
1.0,0.0,0.0,0.5477256679589697,-1.0886769378750625,1.0
1.0,0.0,0.0,-0.010140447661205698,3.2117736397995946,1.0
1.0,0.0,0.0,0.8923141260247442,-0.9385190222742104,1.0
1.0,0.0,0.0,-2.1929900105009317,-1.6308435510820676,1.0
1.0,0.0,0.0,3.4569972357647316,3.022359169794142,1.0
1.0,0.0,0.0,-3.760803095341699,-3.709459651851428,1.0
1.0,0.0,0.0,-3.1659459239966177,-0.0968676063993712,1.0
1.0,0.0,0.0,-2.9487436266137657,3.928945001637831,1.0
1.0,0.0,0.0,3.6110734830862343,-2.904661852102832,1.0
0.0,1.0,0.0,2.815636236304445,-1.1751045617840852,1.0
1.0,0.0,0.0,3.794569131053273,3.5190996251131024,1.0
1.0,0.0,0.0,1.7215993038096702,-1.5475578728863244,1.0
1.0,0.0,0.0,1.3173717996712337,-2.3451857891999035,1.0
1.0,0.0,0.0,0.49281633323191,-0.7614328467109157,1.0
1.0,0.0,0.0,3.3584794235987525,0.15011954509533343,1.0
1.0,0.0,0.0,2.9018780029755993,0.856530502181494,1.0
1.0,0.0,0.0,0.09687413335845196,0.1696568666527316,1.0
1.0,0.0,0.0,-0.34213739089564044,3.1492091389166097,1.0
0.0,1.0,0.0,0.28865240510831836,-3.4724226064395136,1.0
1.0,0.0,0.0,-0.9437399964304971,-0.5375954201559834,1.0
1.0,0.0,0.0,1.2005446155721184,-0.2517177591244355,1.0
1.0,0.0,0.0,-1.101026195330383,3.155071110185726,1.0
1.0,0.0,0.0,1.9357535766694367,1.2616782401613955,1.0
0.0,1.0,0.0,-2.164677438632495,-2.829249053735918,1.0
1.0,0.0,0.0,2.838542904581942,0.9690791163896142,1.0
1.0,0.0,0.0,2.691538497249004,-3.499137666732959,1.0
1.0,0.0,0.0,0.47540532379644507,3.454854076979152,1.0
1.0,0.0,0.0,0.47752667410189265,-0.7263700810515177,1.0
1.0,0.0,0.0,2.0656747555897343,0.4394345627372962,1.0
1.0,0.0,0.0,-3.483628966959178,1.2789145276928462,1.0
1.0,0.0,0.0,-0.987472001630727,1.8877403569690587,1.0
0.0,1.0,0.0,3.6748892620858866,2.266236843684754,1.0
1.0,0.0,0.0,3.1334112955969493,3.9099432936319634,1.0
1.0,0.0,0.0,3.1608693199386124,3.905481815044876,1.0
1.0,0.0,0.0,0.5382337965308235,-0.2877352819532417,1.0
1.0,0.0,0.0,2.545040646623863,0.792296380335828,1.0
1.0,0.0,0.0,-1.829104635274824,1.9334824120694236,1.0
1.0,0.0,0.0,-3.8683429696135088,-1.0486566255797483,1.0
1.0,0.0,0.0,1.7630468806675008,-2.2336529717460154,1.0
1.0,0.0,0.0,-1.2182074262284255,0.8938202821807666,1.0
1.0,0.0,0.0,-2.4094055210264065,-2.5224143845332625,1.0
1.0,0.0,0.0,2.5294322321089897,1.5801621620051742,1.0
1.0,0.0,0.0,0.7625784973526759,-0.12737728106175172,1.0
1.0,0.0,0.0,1.3528978914446084,1.1955369448725923,1.0
1.0,0.0,0.0,3.38557556739097,0.8469477535459484,1.0
1.0,0.0,0.0,0.5126546757009569,3.295326243972535,1.0
1.0,0.0,0.0,3.436470845235858,2.9737059684307647,1.0
1.0,0.0,0.0,-3.760120976411388,2.368804561481448,1.0
0.0,1.0,0.0,3.3356506632835705,0.08311884297079963,1.0
1.0,0.0,0.0,-2.6562720858323443,-3.229202000117577,1.0
1.0,0.0,0.0,3.721197847243454,-2.114974276625122,1.0
0.0,1.0,0.0,-1.9810456008264143,1.877662432561256,1.0
1.0,0.0,0.0,-0.7595253260470693,-3.235601480671214,1.0
1.0,0.0,0.0,-3.351087190307097,-0.9221055486851428,1.0
1.0,0.0,0.0,0.5265319856584432,-3.5612449197966924,1.0
1.0,0.0,0.0,1.9691754894030344,3.135723317461686,1.0
1.0,0.0,0.0,-2.03305033384647,-3.4113459266996005,1.0
1.0,0.0,0.0,-0.03252587589181566,0.013320204397478719,1.0
1.0,0.0,0.0,1.238011551228631,-0.14418229594213106,1.0
1.0,0.0,0.0,-1.6293065340005652,0.9013538059612598,1.0
1.0,0.0,0.0,-0.9793722392779216,3.2576234816042504,1.0
1.0,0.0,0.0,2.3796977748206984,-2.176707084117443,1.0
0.0,1.0,0.0,0.7406372617701447,0.5170776315715946,1.0
1.0,0.0,0.0,3.985679105422319,-0.40525708652004777,1.0
