cat_core_1,cat_core_2,noise_1,noise_2,target
1.0,0.0,-0.19118158564205778,-3.944298229867189,1.0
1.0,0.0,3.85579738636331,0.5054287528586086,1.0
1.0,0.0,2.9866897393319816,2.3732578189291553,1.0
1.0,0.0,-0.8285734402060614,-0.4945871820936478,1.0
1.0,0.0,2.4711299888542673,-3.5091668134436373,1.0
1.0,0.0,-1.732503052900766,2.1819621277299674,1.0
1.0,0.0,1.5349161404574883,0.7024296170690212,1.0
1.0,0.0,-3.7872828785434667,-0.9350287107242767,1.0
1.0,0.0,-1.879129746668121,-1.6442580734602474,1.0
1.0,0.0,-1.7965516768840715,3.589446881200712,1.0
1.0,0.0,3.248162694202386,-1.0804093766504508,1.0
1.0,0.0,1.061857150550126,0.9021934193588148,1.0
1.0,0.0,-2.5995131160864107,2.8251551769529426,1.0
1.0,0.0,0.5700385068037477,0.28418383471676556,1.0
1.0,0.0,0.8398810822769098,1.3867506753837509,1.0
1.0,0.0,2.2819247287371667,3.5760083902864483,1.0
1.0,0.0,-0.7218583546143655,3.881994413541901,1.0
1.0,0.0,-2.061047403124463,2.332401141981922,1.0
1.0,0.0,0.4649059865900309,-0.03553151066560378,1.0
1.0,0.0,-3.282268863284724,1.0247809950735522,1.0
1.0,0.0,0.737515641837466,1.1986489376316012,1.0
1.0,0.0,-0.737029824073411,-2.9650885920657526,1.0
1.0,0.0,0.5844822064723978,-0.5846316947423835,1.0
1.0,0.0,-3.219909703034066,2.3316320843812965,1.0
1.0,0.0,-2.755860298975935,-3.890825067355287,1.0
0.0,1.0,-0.045948397138602104,3.396629355344352,1.0
1.0,0.0,-1.7830445392956618,3.523267821339812,1.0
1.0,0.0,-3.154757572492308,1.9562500840262222,1.0
1.0,0.0,0.6694575084284073,-3.460753423438633,1.0
1.0,0.0,3.6458192193118135,2.967938039497554,1.0
1.0,0.0,1.589344908832575,-2.778888734838036,1.0
1.0,0.0,0.5746538196150937,0.9101714777462648,1.0
1.0,0.0,-1.1637301388776136,-0.34378691453457133,1.0
1.0,0.0,0.02539408621303707,-0.13046073384360923,1.0
1.0,0.0,-2.491431353165492,-2.947876264743564,1.0
1.0,0.0,-3.806365031087968,-1.0175472472083484,1.0
1.0,0.0,2.903431909055472,1.0602294787020359,1.0
1.0,0.0,-2.3845086241892615,3.552027235232269,1.0
1.0,0.0,-1.2189838918839966,1.6094827538574403,1.0
1.0,0.0,0.7933015721253991,0.7590300295663361,1.0
1.0,0.0,1.0313468126777323,-0.14577713438577522,1.0
1.0,0.0,-1.5145529810406986,0.34245171603295965,1.0
0.0,1.0,-0.7370772466535263,-0.49881977761507734,1.0
1.0,0.0,1.7950192962407758,2.214504414471114,1.0
1.0,0.0,-0.4951158392661208,-2.8832304822665114,1.0
1.0,0.0,-0.6187427694829823,1.9444620066902187,1.0
1.0,0.0,-1.6306913910832455,-2.9890367487108644,1.0
1.0,0.0,1.6712715329833543,0.8191113190496688,1.0
1.0,0.0,-1.7056690311043496,0.8462848092045672,1.0
1.0,0.0,3.7556391137978347,3.2804355256540054,1.0
1.0,0.0,2.3404157848282834,1.793800687673797,1.0
1.0,0.0,-1.4433583056614747,-1.8942318925271087,1.0
1.0,0.0,-1.4720741955949617,3.4199311030436217,1.0
1.0,0.0,1.091602098612003,-1.5512828682261706,1.0
1.0,0.0,0.32799063267337836,1.620027324906526,1.0
1.0,0.0,2.3262973320411096,-3.758023630955833,1.0
1.0,0.0,1.8764190189604504,3.1438078509255325,1.0
1.0,0.0,-3.467446385098766,0.9819766738365088,1.0
1.0,0.0,-1.0738086590413198,0.7999590857474814,1.0
1.0,0.0,1.879072448976638,0.03829130333487818,1.0
1.0,0.0,-3.907005023347245,3.4811987557923345,1.0
1.0,0.0,2.2611154358285965,-1.1081301553853464,1.0
1.0,0.0,-1.6461568952893764,2.43679693781897,1.0
1.0,0.0,-0.4322908515277799,2.0357205370152887,1.0
1.0,0.0,-3.2546883058512934,3.0778272351680718,1.0
1.0,0.0,3.3015036195549614,-2.3360504488031193,1.0
1.0,0.0,-2.266047071151961,1.8197252578726522,1.0
1.0,0.0,3.1434216093375573,-2.6877803412184704,1.0
1.0,0.0,1.4870906898424936,1.9475144015336818,1.0
1.0,0.0,-3.6478136394388088,3.471836734531135,1.0
1.0,0.0,1.9934263727368329,1.798824663063436,1.0
1.0,0.0,-2.8082121691898063,-0.967813374070583,1.0
1.0,0.0,-3.230235897489183,-1.70488388197328,1.0
1.0,0.0,-3.1714167109728972,-0.665493305612884,1.0
1.0,0.0,-0.7309956613443633,-2.96521378723296,1.0
1.0,0.0,-0.5182163247390257,-2.358477250311294,1.0
0.0,1.0,-1.928703074593023,-2.2988385362796864,1.0
1.0,0.0,-1.3344634862545304,-2.1336334429154293,1.0
1.0,0.0,3.0349624953497,-1.5665359477008076,1.0
1.0,0.0,-3.699054918032555,0.0024931319487500048,1.0
1.0,0.0,2.3064984633600547,1.1608857961699295,1.0
1.0,0.0,3.2131803025023817,-2.0358130793265214,1.0
1.0,0.0,-2.8008159839138456,3.1978613863770224,1.0
1.0,0.0,-1.3087266950320329,2.9875563368696936,1.0
1.0,0.0,1.2197509890576512,-2.603929992976857,1.0
1.0,0.0,3.810468871911879,-0.5256828734529533,1.0
1.0,0.0,-1.5224361725665343,1.4249875881559202,1.0
1.0,0.0,3.2636036701084317,0.890254191351846,1.0
1.0,0.0,2.494390571026713,-1.556383054676365,1.0
1.0,0.0,3.7661305679296477,2.7507670230180734,1.0
1.0,0.0,2.4038998680602788,-0.44229807917764585,1.0
1.0,0.0,2.345044571139555,1.1752592296184279,1.0
1.0,0.0,-0.13168554171040903,2.532619417299234,1.0
1.0,0.0,0.043489388535065565,2.488693179697947,1.0
1.0,0.0,2.571992962735653,3.966960933858717,1.0
1.0,0.0,2.911931307557098,-1.1192779255596186,1.0
1.0,0.0,0.7121108873179542,-3.745188844397469,1.0
1.0,0.0,-3.5970918130495306,2.4600364901630556,1.0
1.0,0.0,-0.22540264018986012,0.361983396886262,1.0
1.0,0.0,-1.6209083153372923,-0.06277670363371435,1.0
1.0,0.0,-3.7104310380640744,2.192069498068494,1.0
1.0,0.0,2.869429080257998,0.03200120881016755,1.0
1.0,0.0,1.005397254955592,0.7543817197851173,1.0
1.0,0.0,1.583256640672067,2.7674098435220627,1.0
1.0,0.0,3.086019747465768,-1.4853806566695624,1.0
1.0,0.0,-3.8882260520431666,3.0257877344429795,1.0
1.0,0.0,0.7187358619501545,-3.4202452431903154,1.0
1.0,0.0,2.2036826470100523,2.07784609479803,1.0
0.0,1.0,3.9686416711457335,0.9605327662764873,1.0
1.0,0.0,-2.895878308170663,-0.5370937029309921,1.0
1.0,0.0,0.9147601378273738,0.07568079125454119,1.0
1.0,0.0,1.977803706749862,1.1121856351399835,1.0
1.0,0.0,-1.9185077423197194,3.2734233144156226,1.0
1.0,0.0,-0.15857353556029885,-0.12951097966483793,1.0
1.0,0.0,-0.046971661565139655,-1.1590282449322524,1.0
1.0,0.0,3.988798150125417,-0.5755088983321794,1.0
1.0,0.0,3.7886310395658738,0.5618386879317354,1.0
1.0,0.0,-0.6438144206125349,2.3409449510142366,1.0
1.0,0.0,-0.944402622765363,0.35795005415829184,1.0
1.0,0.0,1.0861849174019458,-2.063223196266306,1.0
1.0,0.0,3.3068435587134672,-2.125962767904145,1.0
1.0,0.0,-0.5546254122446337,1.739568943538469,1.0
1.0,0.0,2.2727136096043346,0.768874411366478,1.0
1.0,0.0,-3.7526095463021916,-3.0513939264998307,1.0
1.0,0.0,3.675473348600663,3.9644385581517456,1.0
1.0,0.0,1.6847547580481388,0.683433140342478,1.0
1.0,0.0,-3.648481047289021,2.69481930787484,1.0
1.0,0.0,3.143860421676573,3.378938650346422,1.0
1.0,0.0,-2.212324928487525,2.7623331359614554,1.0
1.0,0.0,-1.6635660729951933,3.551260962191521,1.0
1.0,0.0,-3.2817402614128683,-3.6930468227568998,1.0
1.0,0.0,3.6011191679791805,-3.9487905830104593,1.0
0.0,1.0,-2.013355292047293,-3.823302460101444,1.0
1.0,0.0,2.040985234615224,-2.355813429542379,1.0
1.0,0.0,2.8520497446183493,-1.7445098880458492,1.0
1.0,0.0,-0.6250774872673199,-2.702574718445798,1.0
1.0,0.0,1.8285041137603253,-0.21119992188138248,1.0
1.0,0.0,1.4431760536517642,-0.2226923583465963,1.0
1.0,0.0,-2.744436927455549,-3.1014543537827155,1.0
1.0,0.0,2.8891799316756037,3.6436062049066145,1.0
1.0,0.0,2.7750570681945312,0.16364159186440475,1.0
1.0,0.0,3.7648762830260365,-3.2946760526921928,1.0
1.0,0.0,0.34808525600277473,0.3445199049637582,1.0
1.0,0.0,-1.2742349526784897,-0.08702038009560553,1.0
1.0,0.0,3.275818920724233,-1.2533255757398107,1.0
1.0,0.0,-2.4705663230813473,1.3386057765928783,1.0
1.0,0.0,0.1312518102746596,-1.622477870432765,1.0
1.0,0.0,-2.792182724213392,-2.5999866160871807,1.0
1.0,0.0,1.0385468906452422,-3.33581756113072,1.0
1.0,0.0,-2.8645826687161247,3.4811760132567766,1.0
1.0,0.0,3.5089500053494636,2.981797002412664,1.0
1.0,0.0,-2.003910208353261,-0.9933003614733451,1.0
0.0,1.0,-2.1549616642095355,3.682506558717762,1.0
1.0,0.0,-1.5509492487460559,-2.98532781124944,1.0
1.0,0.0,1.5437306391825807,-3.018675678068793,1.0
1.0,0.0,-3.1800146790273107,-1.1521162609160518,1.0
1.0,0.0,1.2636554943238743,3.174520170362574,1.0
1.0,0.0,-2.452571929299186,-0.9413161083263359,1.0
1.0,0.0,-1.9489498079072218,-0.8555362192190294,1.0
1.0,0.0,-1.5088964415222916,2.4310693070423994,1.0
1.0,0.0,1.1159293065191616,-2.404155577535011,1.0
1.0,0.0,2.0983537704751383,-0.9871446884165742,1.0
1.0,0.0,-2.8501739277914124,-3.2807200067844215,1.0
1.0,0.0,0.0675022550335509,-2.5269675816407906,1.0
1.0,0.0,-1.4168026436778653,-2.9691055478769783,1.0
1.0,0.0,0.9842383666923071,2.995145153399645,1.0
1.0,0.0,-0.5791377585898703,2.7371897797936358,1.0
1.0,0.0,-3.128176110143701,-1.6827706956168544,1.0
1.0,0.0,3.555156845548791,0.6436432798689617,1.0
1.0,0.0,-0.42293369786984325,1.695661045003427,1.0
1.0,0.0,-1.4862739227561033,3.9882163268260964,1.0
1.0,0.0,-1.114111453230941,-3.149950223474555,1.0
1.0,0.0,1.0705090539601692,-3.262844948105422,1.0
1.0,0.0,-1.9459396986826603,0.8556590026448267,1.0
1.0,0.0,-1.1727514367006266,1.7464794176927203,1.0
1.0,0.0,-0.7801438243582348,2.474602736314986,1.0
1.0,0.0,-1.6886747161229732,-1.1584227030410723,1.0
1.0,0.0,-0.4277192246154744,2.9456453605594772,1.0
1.0,0.0,3.656133591405263,1.8721909649859851,1.0
1.0,0.0,-1.835000319086097,0.7114875557708924,1.0
1.0,0.0,1.661781553028832,-1.6815662144660601,1.0
1.0,0.0,3.3350914467816226,3.561276676606875,1.0
1.0,0.0,2.0548611503647782,1.6401878103277685,1.0
1.0,0.0,3.7147470235040547,2.5135443849656403,1.0
1.0,0.0,2.41027525072,0.37270687225022225,1.0
1.0,0.0,-0.6502690867887653,3.917076647057593,1.0
1.0,0.0,3.950366172044152,-2.157878584555121,1.0
0.0,1.0,3.6115168118152496,-1.7888433522109022,1.0
1.0,0.0,3.736964557872154,-0.07595832869613783,1.0
1.0,0.0,-1.6101016639187025,-2.0187671944126295,1.0
1.0,0.0,-1.507478975529704,-2.519513829189324,1.0
1.0,0.0,-3.838595180578065,-3.521214181045627,1.0
1.0,0.0,-2.969972789429347,2.9764034655108595,1.0
1.0,0.0,-3.9246842013129655,1.9206009216858888,1.0
1.0,0.0,-2.3185427285637967,3.574645414159363,1.0
1.0,0.0,2.0140860072846385,3.5122694069406215,1.0
1.0,0.0,-0.7356656023902124,1.3531762115401715,1.0
1.0,0.0,-3.945708555173339,-3.9738853015487967,1.0
1.0,0.0,0.8750373590143434,0.8289202065196966,1.0
1.0,0.0,-2.1097046137388347,-0.9362990535214104,1.0
1.0,0.0,3.473762059225006,-2.5674306810712126,1.0
1.0,0.0,2.974923194643389,-2.3979281016067366,1.0
1.0,0.0,-0.9342255914856432,-3.2611156177410274,1.0
1.0,0.0,-0.7072071850774826,-0.6187008741018545,1.0
1.0,0.0,2.393338375663973,1.398304992631913,1.0
1.0,0.0,-3.5768131869779163,3.865752326978118,1.0
1.0,0.0,0.46291080885633207,-1.194379256460107,1.0
1.0,0.0,-2.647389899157406,-0.9115495379914433,1.0
1.0,0.0,3.5290140637790293,-2.7937123144666387,1.0
0.0,1.0,1.3350041155269414,-3.914602198717315,1.0
1.0,0.0,0.6995154238072869,-0.719474389770598,1.0
1.0,0.0,-2.512811179504573,3.124747564951244,1.0
1.0,0.0,-2.7926937574897837,-3.3023071354336704,1.0
1.0,0.0,0.7150106037306356,-3.525391883777564,1.0
1.0,0.0,-1.9186264726853137,0.4471469941890467,1.0
1.0,0.0,3.3904710271447698,1.0287531038437079,1.0
1.0,0.0,-0.5068133700726465,2.9838183976773083,1.0
1.0,0.0,-2.795040631321494,-3.519743694304351,1.0
