cat_core_1,cat_core_2,cat_core_3,noise_1,noise_2,target
1.0,0.0,0.0,-2.798563461768574,0.42378836997481084,1.0
1.0,0.0,0.0,-2.4715039893259947,-0.46043507344454504,1.0
1.0,0.0,0.0,-2.757885051286868,0.6232053910880637,1.0
1.0,0.0,0.0,-3.489407815597372,2.5693564919161185,1.0
1.0,0.0,0.0,-1.2608250864343553,-3.1987893876432247,1.0
1.0,0.0,0.0,-0.011158071608011966,3.1991188628289446,1.0
1.0,0.0,0.0,0.17730305380140088,0.9461428110585413,1.0
1.0,0.0,0.0,1.9084216133175431,-3.7400812257604166,1.0
1.0,0.0,0.0,2.5499020432079735,-3.574101080539738,1.0
1.0,0.0,0.0,-3.1732731925678728,-3.212757613445521,1.0
1.0,0.0,0.0,3.6782161734209406,0.2524208182436105,1.0
1.0,0.0,0.0,-3.9896570159834166,3.321234334029593,1.0
1.0,0.0,0.0,3.6781777404966567,3.767043782761937,1.0
1.0,0.0,0.0,-0.861806764085097,-1.4333192721017403,1.0
1.0,0.0,0.0,1.3288829574030805,-1.4535633752322834,1.0
1.0,0.0,0.0,0.46811296970294247,-3.1966973119475544,1.0
1.0,0.0,0.0,-1.7261102038702774,3.294660437780408,1.0
1.0,0.0,0.0,-3.8355089644566487,0.02834179576382123,1.0
1.0,0.0,0.0,-2.57507829283655,2.8006757065551318,1.0
1.0,0.0,0.0,0.19346795093237557,3.697206759207732,1.0
1.0,0.0,0.0,0.14997552981895268,-1.6765822799058663,1.0
1.0,0.0,0.0,-2.993391286821395,-3.9010431096099714,1.0
1.0,0.0,0.0,-0.21936540167942198,0.6928531513656377,1.0
0.0,1.0,0.0,-2.7203189873868032,-1.2975252704387765,1.0
1.0,0.0,0.0,-0.9547883075233665,-1.1853374665338032,1.0
1.0,0.0,0.0,0.7645608605429279,0.18840904529432922,1.0
1.0,0.0,0.0,0.00878005972398821,-1.858521985218295,1.0
1.0,0.0,0.0,2.420141590697823,3.8236848264531123,1.0
1.0,0.0,0.0,2.1405334985438964,-3.2346967741977224,1.0
1.0,0.0,0.0,3.8202434185328293,1.3659175706831919,1.0
1.0,0.0,0.0,-3.328292963490374,3.7525403229577226,1.0
1.0,0.0,0.0,0.9394080841776393,-3.8007754803029394,1.0
1.0,0.0,0.0,-2.2037091076893285,0.15425902649476075,1.0
1.0,0.0,0.0,3.548805532318986,-3.595291391580317,1.0
0.0,1.0,0.0,-0.3773681469933665,-3.27572864371262,1.0
1.0,0.0,0.0,-0.6898783362322201,-2.9090778715466534,1.0
1.0,0.0,0.0,2.6215970361903302,-1.5264505453499275,1.0
1.0,0.0,0.0,2.130582320729758,-3.0938949185756366,1.0
1.0,0.0,0.0,3.6871887655217686,0.4865867343254884,1.0
1.0,0.0,0.0,-2.104101681688931,2.4173170633022485,1.0
1.0,0.0,0.0,0.6188181856004,-2.058025391813807,1.0
1.0,0.0,0.0,1.2894738085268393,1.0635193865785437,1.0
1.0,0.0,0.0,3.6931894258665334,1.7482704975732597,1.0
1.0,0.0,0.0,1.3122048779409035,-1.5053666664089835,1.0
1.0,0.0,0.0,2.210184781227036,-3.3035266954421587,1.0
1.0,0.0,0.0,-3.0629903775744918,-2.554257950328223,1.0
1.0,0.0,0.0,0.8554324422154727,-2.4697059918487083,1.0
1.0,0.0,0.0,-3.9986684692778516,0.6628632762603868,1.0
1.0,0.0,0.0,-1.729042922672262,1.110593423487587,1.0
1.0,0.0,0.0,-0.1603128680982966,2.9062391254509166,1.0
1.0,0.0,0.0,-3.811596527995934,0.5361122729525238,1.0
1.0,0.0,0.0,-0.20695173181302184,1.4009616553237736,1.0
1.0,0.0,0.0,0.5534780180659968,3.6689575379070956,1.0
1.0,0.0,0.0,-1.9873170093469783,1.3859642994322527,1.0
1.0,0.0,0.0,2.347127012742284,0.1979923353573385,1.0
1.0,0.0,0.0,-1.755445501898544,-1.1873185911239492,1.0
1.0,0.0,0.0,-0.3623512011265868,-3.1318312106036297,1.0
1.0,0.0,0.0,-1.449973294928939,-3.442332668335964,1.0
1.0,0.0,0.0,-0.3899961568868999,-2.092502985272705,1.0
1.0,0.0,0.0,0.5406568457984307,2.9256420392506293,1.0
1.0,0.0,0.0,-2.413018896046914,-0.9540410320597825,1.0
1.0,0.0,0.0,-2.9451565537878555,-0.10551037103277938,1.0
1.0,0.0,0.0,-0.2542115661546607,-0.16732742007166035,1.0
1.0,0.0,0.0,3.9037893493637386,-3.813215924759948,1.0
1.0,0.0,0.0,-1.2025633871038908,1.239993472479977,1.0
1.0,0.0,0.0,-2.4439550775519194,1.7352569772936466,1.0
0.0,0.0,1.0,-2.9782223501336134,-0.39941240149140533,1.0
1.0,0.0,0.0,1.3488977167059417,-3.0670921804055338,1.0
1.0,0.0,0.0,3.347103674893761,-1.1687613374812464,1.0
1.0,0.0,0.0,3.0276840772877645,1.8307800432968326,1.0
1.0,0.0,0.0,-2.606346466339599,3.4099603223359454,1.0
1.0,0.0,0.0,-1.4783053580332384,-0.08018582974608268,1.0
1.0,0.0,0.0,1.750738086174242,3.4292881282918115,1.0
1.0,0.0,0.0,-1.4760211742413079,3.000776709086667,1.0
1.0,0.0,0.0,-2.831297855425321,3.0545865301442285,1.0
1.0,0.0,0.0,2.414562862990735,-1.3765282382321296,1.0
1.0,0.0,0.0,-1.6930661375120675,2.0126005716803705,1.0
1.0,0.0,0.0,-1.411393851132762,1.9683123761786554,1.0
1.0,0.0,0.0,1.2666471531686918,0.7824076036306034,1.0
1.0,0.0,0.0,-1.7417107923617818,1.1466338144389603,1.0
1.0,0.0,0.0,0.14795863283867572,-3.7811917125338734,1.0
1.0,0.0,0.0,3.295370831218107,-0.09180886801495358,1.0
1.0,0.0,0.0,3.0229318946746346,-3.8650659356015815,1.0
1.0,0.0,0.0,2.2683299348208914,3.632058414728524,1.0
0.0,1.0,0.0,-1.2985317775193908,0.8364456559364699,1.0
1.0,0.0,0.0,-3.984768677820661,-1.0839995591534999,1.0
0.0,0.0,1.0,-1.0401209666115445,3.2822381162939003,1.0
1.0,0.0,0.0,-1.3119756251999979,2.152635462459517,1.0
1.0,0.0,0.0,3.0670032362226713,3.148046668655695,1.0
1.0,0.0,0.0,-0.5226150307553565,3.711494534206408,1.0
1.0,0.0,0.0,3.788268009929185,2.598968784875283,1.0
1.0,0.0,0.0,3.1431437608253656,-3.3237806254527182,1.0
1.0,0.0,0.0,-0.5532170523900186,-0.9181035857323403,1.0
1.0,0.0,0.0,-2.4057876452164644,-1.394118102808462,1.0
1.0,0.0,0.0,-1.9339928671343287,1.1112025017400642,1.0
1.0,0.0,0.0,-1.5029595728861285,-1.6124641162837872,1.0
1.0,0.0,0.0,-2.6303800729506133,-2.0248866480743013,1.0
1.0,0.0,0.0,0.7679096756600208,1.0677975523595968,1.0
1.0,0.0,0.0,-0.615473468230797,1.586134835948826,1.0
1.0,0.0,0.0,-2.6774366610403133,0.42617753564247973,1.0
1.0,0.0,0.0,1.3370566504831345,1.0855010254095214,1.0
1.0,0.0,0.0,0.20400048713734975,-3.018394556421236,1.0
1.0,0.0,0.0,-3.4577911049495578,-1.3690457984642785,1.0
1.0,0.0,0.0,-0.6246094039240928,-2.3820836409207446,1.0
1.0,0.0,0.0,-2.032869418564001,-3.9876946133485065,1.0
1.0,0.0,0.0,-2.682339357221241,-3.6307559275887833,1.0
1.0,0.0,0.0,-0.05994412444407171,1.6709694841026925,1.0
1.0,0.0,0.0,2.4134808989378422,1.1673521079887799,1.0
1.0,0.0,0.0,-1.8633891361148986,-0.8775666135135465,1.0
1.0,0.0,0.0,-0.039128571756497976,-1.6487086533575077,1.0
0.0,0.0,1.0,0.6944485355668331,-0.05145432094056179,1.0
1.0,0.0,0.0,2.355844138283069,3.2154633220574347,1.0
1.0,0.0,0.0,-0.9418677447026678,3.0222828574555534,1.0
1.0,0.0,0.0,0.30214167149707283,-1.893387365240379,1.0
1.0,0.0,0.0,3.023274312939993,3.419441406300866,1.0
1.0,0.0,0.0,3.2246966441499723,-0.4356596909205743,1.0
1.0,0.0,0.0,0.3096645138142815,-2.749757181418559,1.0
1.0,0.0,0.0,3.503159141202209,-3.7151993213847376,1.0
