core_1,core_2,noise_1,noise_2,target
-1.2974340466597205,1.4802576697716026,-1.0478230209898785,-1.2351559438454975,1.0
-2.25507746421811,1.190941954545477,-0.5739139572412997,-3.0080569245713953,1.0
-3.3363066232923604,3.258935818359071,-0.0303236107922924,-0.36178560618964895,1.0
0.6721718391679041,1.9286827963119577,-0.4562055919762571,-3.051892363662506,1.0
-1.1062663270713209,3.3450632525550965,-3.4811752129322384,-1.1058586192766668,1.0
-3.8031845145213508,1.8480179099974903,-0.2291661548629884,-0.8069104826771598,1.0
-1.509282180873348,4.095985969459814,0.5576442604428111,-1.9937350480640301,1.0
-2.481455321022504,2.0117366382318016,-0.49307275059302036,2.875532253315681,1.0
-0.3482131425560526,1.710791310936819,-0.8853104235176303,-0.11210005604863227,1.0
-1.60140688569747,-0.6695834231464044,-1.7423980444306535,2.259105548088333,1.0
-3.637213934186266,0.09556522452790106,2.4088632044459812,2.326354104946935,1.0
-3.169791507520993,2.7064168896193306,-0.7500150652424402,0.052107130489498665,1.0
-2.99374669412593,0.884058862228531,1.6236337132354732,2.3686410003795615,1.0
-2.7632688510796886,-0.2427687908596865,-0.7363149322649702,1.558881851754366,1.0
-1.7243123922223504,1.7660919357689626,0.2737502772851528,0.6009261841597988,1.0
-2.392095909061057,2.4822103276114036,2.348743909079852,3.8853856229176795,1.0
-2.567651994022875,2.9232023579557205,-0.19239088870889987,2.9104467923880213,1.0
-0.1822740033695125,3.475563703600624,2.095609100274765,-2.6367776462382784,1.0
-0.5276154861530298,2.1655270657399033,-3.2672151829149696,-1.325665744611424,1.0
-0.7005189179340277,3.014997671365504,2.858979459290122,1.6571284339558492,1.0
-3.143451989926286,0.28814071365294547,-0.788371187864894,-0.7589827088084835,1.0
-1.3999710786942554,2.4169851870707926,-0.6608701430416488,3.5693544149284815,1.0
-0.6770808498774747,1.5543280160075401,-0.897042182127068,-3.4914362502755267,1.0
-0.7330086914278249,2.361927138638027,3.0487846266759844,0.26252130655655215,1.0
-1.0513849779682292,1.724260674355318,3.950595780033397,-3.349851877276941,1.0
-3.67757964724891,2.201824750575989,3.213151165297562,1.0659527161787699,1.0
-2.6634889857521076,1.749744406919302,1.0376960497728005,0.914880524679277,1.0
-0.4265388265850125,2.638062668893186,-2.5526677927060435,3.452810465761611,1.0
-0.10651261045551341,1.7245694819814412,1.6705766082482478,2.881191746888688,1.0
-1.2032393395787144,1.799875437639887,2.4221151517481116,-0.46872863046935187,1.0
-1.0356641436491172,3.05527941553453,-1.8728326488531968,-2.2625677639242303,1.0
-0.8096206124831222,3.0650534928571584,3.6195225322331765,-1.3408619159311792,1.0
0.40568073725965714,2.1969261689873103,-3.2470559658566387,0.7806535208665668,1.0
-0.9222247352730844,2.6506744693972024,3.4262616800918577,3.800347478526956,1.0
-1.1095472779277826,1.6483287422852406,-1.3323394733178517,-1.406427186644157,1.0
-0.9040799954239598,2.762913067873725,1.2090520641134646,0.5789619092467548,1.0
-3.1845292353435752,2.6944946801425096,-3.696013444316761,0.018785536123125723,1.0
-2.1366767155854745,0.5223522636975686,-1.355305257944865,-3.93791012593692,1.0
-2.570325296256315,3.1939926534885057,1.4856945633824612,3.0486726025551594,1.0
-4.050997127480468,3.9801993831199187,3.323084601719974,3.2866384056139193,1.0
-2.9556208640655233,2.0755134315343344,-0.1271427097355753,-3.117907894877958,1.0
-0.932685424822056,0.4066895944092448,1.514004635404035,-1.2933663763489696,1.0
-0.7196589560116968,2.6531236930180655,3.5853345296157393,-3.6429384175006945,1.0
-3.167024692602589,2.372720519423294,2.842491189373713,0.4070896421798684,1.0
-2.268134921728125,1.683100659981517,3.1423922214055144,-2.324854193553212,1.0
-2.4323174597183277,2.8779986322863156,3.825553932047156,3.539307245351198,1.0
-2.9177548733496983,1.1900828544329047,-3.0192293888586192,1.5238554215935336,1.0
-1.4833008032341972,3.8092073856285893,-2.1381054419441448,0.3353705008686996,1.0
-2.4295302880548597,1.6641751027212586,-0.7633172001262416,0.11681676271339558,1.0
-0.37741088916663035,3.287583292087085,-0.26257648728699845,-1.0250182326686659,1.0
-1.2228902456600828,2.47738626346049,-1.5212098368178317,3.6841412700894036,1.0
-0.2192821509395695,1.8619870277668724,-2.276125109226455,1.14649168655939,1.0
-3.4164623056278742,2.34729710319055,-1.3242227780813787,2.17894364083769,1.0
-1.5950326775610566,2.824799957376573,-2.822613299302139,2.773759410261942,1.0
-3.51102169450699,1.3262050106988168,-3.3460803498691325,-1.8482342270964942,1.0
-2.0614419756050775,2.968303195828621,2.1173481795984133,2.4211328865808692,1.0
-2.142795251306191,1.5312581988282747,-2.7856033350938976,-2.1262122224129953,1.0
-1.4136942358629192,2.9536617099187725,1.962745933970436,-2.6218336160285585,1.0
-1.576132596392545,1.6814201319731117,-1.062645368644331,1.62678612454991,1.0
-2.893539233806485,2.2825295312405727,3.6034526068376636,3.524150074543222,1.0
-2.967303368265929,2.60005148354543,1.7246728891856744,-3.0350604695494106,1.0
-7.417351886203554,2.0130235925362494,-2.8616231068597564,3.5800510512671293,1.0
1.0037540447990843,2.2008030893265595,-0.8667014533843425,3.704877508691892,1.0
-0.5143983312251881,1.2241388142829122,-3.7550362264875083,2.2969509697885933,1.0
-2.661043128331128,0.9423305346824313,-3.4665917245437727,2.8396363632854014,1.0
-1.0942814716784919,2.3981554936961587,0.3542165972198159,-2.8590855336243957,1.0
0.44395638777046154,2.892489411873677,3.6998771056300743,-0.5660792636463023,1.0
-3.983266544531887,3.9228527125243433,-1.288983095658132,2.2326538035109653,1.0
-1.3177372469000295,2.978102698661302,-2.981061811271477,-3.9115674903494115,1.0
-4.168909383984582,2.055054131540477,-0.051873440782117086,-0.33030609136042255,1.0
-1.7645668211483692,2.590527950330263,0.15165757799677682,-3.047024201377133,1.0
0.6953869669959434,1.0880189137209801,-1.663737635199337,3.5891239120924423,1.0
-0.299003330115017,3.1825056808172922,3.0774544066262264,2.9972509060643464,1.0
-4.457543378242468,1.7937832884576013,1.6507355683256968,-1.5049279433539393,1.0
-2.7191804884762285,3.0663984431438718,-1.0049456340263303,-1.8626875397813665,1.0
-3.93786041189173,2.4396256515537265,-2.9609178282364343,2.6415278083238647,1.0
