0,0,0.0
0,1,0.008090614886731625
0,2,0.06796116504854395
0,3,0.8932038834951459
0,4,0.0
0,5,0.006472491909384946
0,6,0.006472491909385268
0,7,0.004854368932038589
0,8,0.0016181229773460355
0,9,0.0016181229773461964
0,10,0.006472491909384946
0,11,0.0032362459546925533
1,0,0.01014198782961469
1,1,0.0
1,2,0.005070993914807345
1,3,0.9807302231237319
1,4,0.0020283975659230184
1,5,0.0010141987829615092
1,6,0.0010141987829615092
1,7,0.0
1,8,0.0
1,9,0.0
1,10,0.0
1,11,0.0
2,0,0.05169172932330842
2,1,0.004699248120300791
2,2,0.0
2,3,0.9351503759398492
2,4,0.001879699248120391
2,5,0.0009398496240601955
2,6,0.001879699248120391
2,7,0.0
2,8,0.0
2,9,0.001879699248120391
2,10,0.0
2,11,0.001879699248120391
3,0,0.3775649794801641
3,1,0.0882352941176471
3,2,0.07045143638850893
3,3,0.0
3,4,0.022571819425444582
3,5,0.07250341997264022
3,6,0.07455540355677158
3,7,0.0013679890560875493
3,8,0.029411764705882346
3,9,0.0198358413132695
3,10,0.1231190150478795
3,11,0.12038303693570451
4,0,0.015477214101461967
4,1,0.0017196904557180534
4,2,0.0017196904557180534
4,3,0.9759243336199479
4,4,0.0
4,5,0.0008598452278590267
4,6,0.004299226139295048
4,7,0.0
4,8,0.0
4,9,0.0
4,10,0.0
4,11,0.0
5,0,0.01992031872509986
5,1,0.0029880478087650833
5,2,0.0029880478087650833
5,3,0.9591633466135453
5,4,0.0009960159362550278
5,5,0.0
5,6,0.009960159362549783
5,7,0.0009960159362550278
5,8,0.0
5,9,0.0009960159362550278
5,10,0.0009960159362550278
5,11,0.0009960159362550278
6,0,0.020750988142292596
6,1,0.0029644268774704973
6,2,0.0029644268774704973
6,3,0.9604743083003946
6,4,0.001976284584980233
6,5,0.007905138339920932
6,6,0.0
6,7,0.0009881422924901658
6,8,0.0009881422924901658
6,9,0.0
6,10,0.0
6,11,0.0009881422924901658
7,0,0.017254901960784438
7,1,0.002352941176470701
7,2,0.0031372549019609342
7,3,0.8172549019607839
7,4,0.0
7,5,0.0015686274509804671
7,6,0.0015686274509804671
7,7,0.0
7,8,0.15529411764705878
7,9,0.0007843137254902336
7,10,0.0007843137254902336
7,11,0.0
8,0,0.014832162373146147
8,1,0.0031225604996098296
8,2,0.0023419203747073723
8,3,0.8259172521467599
8,4,0.0
8,5,0.0015612802498049148
8,6,0.0015612802498049148
8,7,0.14910226385636208
8,8,0.0
8,9,0.0007806401249024574
8,10,0.0007806401249024574
8,11,0.0
9,0,0.015570934256055591
9,1,0.0034602076124569127
9,2,0.0034602076124569127
9,3,0.9134948096885807
9,4,0.0008650519031142282
9,5,0.0008650519031142282
9,6,0.0008650519031142282
9,7,0.0008650519031142282
9,8,0.0
9,9,0.0
9,10,0.0
9,11,0.06055363321799305
10,0,0.02282157676348563
10,1,0.004149377593361192
10,2,0.0031120331950208937
10,3,0.9553941908713682
10,4,0.0
10,5,0.0031120331950208937
10,6,0.0031120331950208937
10,7,0.001037344398340298
10,8,0.001037344398340298
10,9,0.0
10,10,0.0
10,11,0.006224066390041582
11,0,0.02095808383233544
11,1,0.003992015968064063
11,2,0.0019960079840320314
11,3,0.8922155688622748
11,4,0.0
11,5,0.0009980039920160157
11,6,0.0029940119760480475
11,7,0.0
11,8,0.0
11,9,0.07085828343313375
11,10,0.005988023952095896
11,11,0.0
