ft_1,ft_2,ft_3,ft_4,ft_5,ft_6,ft_7,ft_8,ft_9,ft_10,ft_11,ft_12,ft_13,ft_14,ft_15,ft_16,target
0.2876244774024692,0.2361104788738759,0.2791059264654221,0.2098361993691007,0.3456862694079711,0.2897487333200971,0.7513592986159855,0.31736492334084876,0.42454327020563465,0.4002556698017968,0.17738757989079773,0.41855227983158794,0.5709235370626419,0.6905688163951945,0.6983595473958377,0.2917617377622722,1.0
0.4069244357672743,0.38292809020212565,0.4406427748117831,0.2962377400388815,0.48348721367814695,0.7184886278251037,0.19937180479987787,0.3677070980229312,0.20939758761847785,0.28095026444428794,0.46952309909362744,0.6224409348970931,0.7098612693852591,0.5288562788153987,0.5657567160701727,0.4656284474179766,0.0
0.36761975327960694,0.4376577904947846,0.3045011836035918,0.21176332254488278,0.33788197883298143,0.28451289244642936,0.7280747509109058,0.2897543037120342,0.25410074389497883,0.35203964842848956,0.4889540385536949,0.23091484074493246,0.500652954219573,0.3266673057149563,0.5136641417672311,0.7078114073586736,1.0
0.37551992783354426,0.2981931653611509,0.3221159902124776,0.2948984984453078,0.4882419521775628,0.35526975303269737,0.2671921525593946,0.9800930243075643,0.38487247471699015,0.2784271986645675,0.6942166808306269,0.47271976525415094,0.685549195939486,0.3533044604962131,0.5754078620382058,0.6657246717053017,1.0
0.3220565021136124,0.37740236373569536,0.266874215812819,0.2860250494935253,0.37927969529368144,0.34818124663697053,0.32768299470323226,0.23435673439470575,0.33220136232987907,0.544645244897112,0.6686944487743914,0.7249734349498227,0.5652550242151346,0.6106769488058781,0.34588603839467796,0.6492029089688189,0.0
0.3213818141484345,0.7579886471556785,0.39314482666535266,0.3065304514257872,0.3192278937805014,0.29497156981763323,0.23705022184700775,0.27883987061904103,0.39169196900895636,0.28564430043673966,0.44862925382193714,0.614015752460834,0.403623318005475,0.40762923486977826,0.7662577935582319,0.37973981718647115,1.0
0.2418092716901388,0.20744213859424787,0.3552908768686277,0.4628671765647341,0.5130362811787733,0.28928488586809153,0.3393804450412271,0.2457208624493804,0.7301948815833614,0.3000911132912163,0.3799843737680369,0.44136731296461745,0.41069764954234533,0.46603453202228523,0.4235141383184759,0.6981631456393901,0.0
0.30670888601553276,0.15648027303587603,0.5524434475010167,0.3452352707117013,0.37092306068966086,0.23393758427830558,0.3750955805927433,0.772375065067764,0.23795388883307902,0.32881269904121496,0.49484433666021155,0.3258162468845427,0.6771582213858605,0.45736429674249635,0.3313637451606395,0.548827985776038,1.0
0.24453248904537417,0.36476431668773057,0.19975390365773404,0.7092699865743397,0.2694623744029808,0.2412788877436883,0.3342506805368952,0.28683997068869915,0.24993051374265762,0.25955473519901606,0.494629674192332,0.5974839742380733,0.5614605929221244,0.44157050469857323,0.48559783821027525,0.41799243148691995,1.0
0.4149065632662365,0.30239739602318516,0.3380172858060436,0.32795729719374744,0.7094192307042666,0.3799163274120726,0.36610943272224766,0.1617147206843625,0.2431242926801669,0.09584219594688578,0.43915593718559165,0.4523881514205574,0.4753353962995074,0.36384478358331307,0.3831123948403953,0.5484051263344335,0.0
0.2867670432230803,0.47715888536102746,0.6693476503302412,0.42003131724714626,0.26113325039430274,0.25187066500650085,0.1768073599518432,0.35187502039123064,0.12619243734465094,0.22503304405990146,0.562636257799996,0.4223480350599027,0.5253087226702596,0.5427100189945923,0.4524901614978384,0.5412554646345464,0.0
0.3526383172831517,0.18286615942240877,0.26436857536222147,0.34229511269424084,0.32128577741190845,0.7478819072724392,0.4187404284061645,0.3890884816894823,0.232384746870616,0.2284431321479341,0.5046386693792851,0.3753463761187198,0.5654268492824076,0.5492423360604882,0.22988961230021165,0.6080899861484598,1.0
0.7178316252971032,0.3089797461370802,0.3484920072603416,0.35169330322142783,0.298281142655101,0.2994545353536725,0.3605366102055699,0.37675480000631456,0.299648786912603,0.18824367388050628,0.554676841346493,0.47458312048726686,0.7047514188326424,0.5374408782437615,0.37252788482646926,0.49550802722272413,1.0
0.3081176344625871,0.18076866361799931,0.3739989167223003,0.24057592404949507,0.40387731034104624,0.3530186076672339,0.24243652657492382,0.2652712855718185,0.2877625727397221,0.5895877361159532,0.49742082231391765,0.6702431057348304,0.5381499542486877,0.5268497812118079,0.2272730660176873,0.33963964102781596,0.0
0.32665204139330517,0.3115207102545498,0.1805514363497512,0.4078296040670732,0.44427596198859187,0.28263702503652033,0.30822325865070827,0.328238965322759,0.20880383068951308,0.672515672046479,0.7433110835410603,0.5637906987322142,0.6143916114190958,0.543783677192453,0.5058427466458945,0.5068092380847448,0.0
0.2261139138766582,0.30070052917132595,0.3869713984680631,0.4087844508250388,0.14236975839324487,0.7643816518161477,0.2774164941744463,0.3659133043571995,0.31006978082227343,0.23595523144354213,0.5283650919318715,0.24438321217124265,0.7608942373279322,0.7344947847998982,0.581547110356584,0.554260689319866,1.0
0.5495560275603947,0.7754133429240264,0.23394637212791908,0.34578564655376165,0.5276509937607822,0.3538795676227894,0.37525413690373804,0.2591584547015306,0.32253363885902514,0.27352744126525586,0.3553695600800496,0.6473952173024345,0.38629400601461666,0.38794741066198923,0.23714417806842786,0.5164727574075916,1.0
0.4559263931844231,0.3993956333080292,0.1699176105038289,0.36104863048377,0.6664393122646151,0.28417818116223104,0.2941387931397235,0.3130768523478268,0.15064139065879478,0.3320289306281312,0.46894017080415185,0.5358799693206556,0.5532973947780331,0.40514927062999107,0.3771441075499966,0.7044197106790189,1.0
0.2275652227824183,0.7950873288781899,0.28158640018842557,0.22002734061325366,0.28402665255498505,0.39677121188949604,0.2856295726631541,0.3336896458057103,0.3034787259031815,0.30997631143413357,0.5747959550323622,0.5626185154004915,0.37416636201100495,0.5259045982494233,0.5942274826467633,0.5311910595066262,1.0
0.3281849764030133,0.3721199054860048,0.7828202146688363,0.29533754820656927,0.33704505704902277,0.124963646728465,0.3211471669268938,0.4862730565000925,0.21538115108554168,0.380977121101593,0.6168226393826881,0.516238567752257,0.5075932743735236,0.551122947175455,0.40463100096671334,0.5852617613659722,0.0
0.2814091774618608,0.2540952216522341,0.23947695501376615,0.6861962683951789,0.3090058268066065,0.2534463564588804,0.39297019562778235,0.35347400251070704,0.17202763421936443,0.45047635455782065,0.6910841065075312,0.5514941135661953,0.6316106102425942,0.5983267539644074,0.41103452467331675,0.6272348235863491,1.0
0.30280717286399933,0.31194758458152777,0.30133790831019613,0.31740612207344926,0.2621070821778252,0.3863443940377544,0.2623986075167044,0.4204208617428516,0.3329283687870897,0.7512898967815222,0.36511923962014303,0.35228286539118203,0.7296210770777043,0.4163052638435626,0.560283030112524,0.5326604455044945,0.0
0.24853246036167193,0.23719999178177265,0.8318869201752848,0.035496114287211944,0.25144960107410963,0.20091164384816898,0.29134428108498406,0.3606744445453032,0.16417722930006892,0.08448218729347542,0.594884915321146,0.44831091363841635,0.34535497777891055,0.5938157144965671,0.4773787569722348,0.6436935279778412,0.0
0.27763215295230725,0.25352249020098894,0.4037124227058012,0.3940623190684121,0.24596407933261705,0.7457210751630742,0.29316019996287856,0.4204673589685506,0.3961588094006695,0.17227293922824993,0.4158204340566288,0.42151463291351265,0.4956721312186496,0.5217549538388162,0.47718392523288894,0.46521366998186514,1.0
0.7124352323798901,0.30533531981826767,0.3279911963230724,0.3404638221459502,0.4372249741816655,0.26566707683276347,0.18533787977933444,0.4279448882300444,0.3694516000527983,0.2468951773318441,0.4793779472593638,0.3222338105022061,0.46707211289876205,0.6209937426759643,0.3480982526152412,0.49789579735421474,0.0
0.24284686927575289,0.19654554701565674,0.41722985088232334,0.3721797594776961,0.35744826966876503,0.27583269739583677,0.30267454843444347,0.3716007870961904,0.36300488698050626,0.6519719621316797,0.45681072994075095,0.608037342924276,0.3484698295431682,0.6358390089219907,0.4808373608707974,0.38529949752120857,0.0
0.33824611687025297,0.12016006288907513,0.3144368538524787,0.32839473822690113,0.2830702592782196,0.290186008966437,0.32408894061460225,0.26540478909401755,0.4040078157707889,0.6357597682804412,0.4267340428616273,0.6049862721425654,0.33965612865916806,0.4633135787134535,0.2913099778476356,0.5338572389464771,0.0
0.6198032963080167,0.16414133660998131,0.42855965565281345,0.33096571573259176,0.37368086574692877,0.31275625673284874,0.2199744091795622,0.41355429274471023,0.4187612525732325,0.21243000355166097,0.5115494694275721,0.7404625992143593,0.6474177019872046,0.5330053882695189,0.4945760123391682,0.5613212990775143,0.0
0.33236351179681617,0.43573411251237804,0.4084752679092717,0.7732311321882916,0.23918240443399508,0.2288008357870836,0.2924955816850106,0.22725680662250258,0.25781874204063365,0.21073930126299179,0.43734879273734706,0.426259218398198,0.5178755273212237,0.5506735516022411,0.4730464314777086,0.4100052617972901,1.0
0.6778143385934852,0.3102024054936508,0.3432147708284697,0.3000795402581854,0.29542125779471345,0.19735006579138928,0.2898180496425315,0.3340429070853911,0.21975318324214702,0.412483430040676,0.5025743497064896,0.6655362542914417,0.5140628062409032,0.4471116318431704,0.5159156256452961,0.661981044656289,0.0
0.6718104013391866,0.2931907787451506,0.08449554745216262,0.2347389274868008,0.3251953679384699,0.2689957951935198,0.2843701807974409,0.3160546779554185,0.4097775952342066,0.3775257939149695,0.5086209762753635,0.41239686659296815,0.7972762986688064,0.5052190740623075,0.6339798351790007,0.44177595340253906,0.0
0.18970364900919567,0.2752299897312633,0.39931038283972026,0.3542425163040267,0.822641680402692,0.39386807137589597,0.1521201622499886,0.19950476245836346,0.4221470603933142,0.31614345752447376,0.5413127198746691,0.3529007080543607,0.705392684235741,0.4737571904389838,0.3273775503126441,0.7096688140361485,0.0
0.4378735651728485,0.2927272443290646,0.3458841322415,0.3114039433185239,0.4411613851688379,0.2846901919469886,0.36226478732571793,0.5917499457090927,0.40793314755915977,0.20336800228943416,0.45770447072524917,0.6140006034068568,0.4268930357410098,0.21390938991112812,0.48074262232646886,0.579318355416453,1.0
0.46572247763790325,0.2946088407817347,0.392799713099834,0.7510121563332104,0.24798030852964453,0.3192505532736267,0.3661187159035997,0.3319204866492765,0.35612356537318973,0.3311725522443423,0.5399785267286467,0.525270698361327,0.6113989311549733,0.40577767585709534,0.6254538262230781,0.5409621853641006,1.0
0.22164798939328023,0.23507908810063502,0.3684301208854146,0.42023528941130256,0.40774336142957673,0.4364949339148625,0.7286769855123199,0.32395318003025986,0.5152069496592834,0.2511006430605184,0.41893231373905837,0.32053884705358004,0.3654860797605412,0.5215533895928506,0.38546963306750603,0.6707900408596441,1.0
