ft_1,ft_2,ft_3,ft_4,ft_5,ft_6,ft_7,ft_8,ft_9,ft_10,ft_11,ft_12,ft_13,ft_14,ft_15,ft_16,ft_17,ft_18,ft_19,ft_20
0.7054229694681035,0.2508772137361143,0.3934134576280884,0.3535294144256216,0.3282862685254897,0.3748038220171329,0.3122169346120538,0.1306077218319353,0.2817384258304138,0.3687898416824343,0.7585514878258353,0.6080146256819278,0.4409114785545553,0.4819304463772576,0.2631933219309235,0.3484847696408659,0.1276189788039765,0.420548051864425,0.3822254887507502,0.3479643091001739
0.1196994252072435,0.6654718733864124,0.2352550519576488,0.4049607786065184,0.2927269121527214,0.3217195509214056,0.2462298236604669,0.3244216281327344,0.3605347501058834,0.2287077640277644,0.6306801766570359,0.3772788440820042,0.3281901250328788,0.4459100145415241,0.344165229732084,0.4034611742735386,0.5791521063093749,0.5589434145737089,0.4483070280441475,0.45575982386647
0.2265577377119769,0.6702245544460357,0.3445950109244705,0.4974510748150752,0.2982313671607002,0.3161838122424837,0.4308170182009174,0.3139773637021999,0.4141267878221827,0.390934207830688,0.6376005490016537,0.5663230310729419,0.4203721449675028,0.5134639711672888,0.6099829623407975,0.3320803587438556,0.3273873281159089,0.23998400214477,0.4636578257679445,0.595456946830411
0.229718219352781,0.2915057742455523,0.3946235012679304,0.3907577125702472,0.31060612348543,0.680242382444286,0.283559472558115,0.3454120871320861,0.4217262943947948,0.3942645905645592,0.5898893448430558,0.4946614040055802,0.6405232706081802,0.4783989281810611,0.4377907063672407,0.5899211397534359,0.6482414105606897,0.7001120514637832,0.269150469620481,0.3851090356923046
0.3731172570287887,0.2498222744643545,0.259671245146966,0.3296549484554454,0.3075893606153117,0.6579563089840363,0.4081619713125682,0.3182888694496318,0.3335877517389471,0.4289808500030488,0.6315667204577291,0.4392085133811877,0.3921509518477041,0.2829006955382779,0.5624051286642164,0.5254306577909713,0.4167053777096489,0.713325181940887,0.5865824006603397,0.6390190977255025
0.3959013556987053,0.2958852117517882,0.8639326397588459,0.3134620450408766,0.2682246331434394,0.361538253360766,0.3238145589098886,0.3762192664609617,0.4517500661008096,0.2624462941497171,0.2831000238595204,0.6453759253430718,0.4317162838210393,0.3988195900377848,0.4887113767299156,0.597548417159304,0.3746195453078162,0.4853738257811367,0.4955488621166372,0.5769415865786662
0.2296356499754092,0.3433214144291485,0.2590642727798003,0.3517553024556695,0.2718095727224214,0.2924481593998276,0.237792826822492,0.4073605828006288,0.2462770029856641,0.7921013229633024,0.5474040149815461,0.3968277835525404,0.4915654653744904,0.1659270111969124,0.3822452873398293,0.4323021586765448,0.3952634248860074,0.3038469671521371,0.5171351815847098,0.2946091511478872
0.4864057037871201,0.3388154087216744,0.2816799498571972,0.4375082615159793,0.3145275502816282,0.5246430287395372,0.2805256636046102,0.3400057036171287,0.3915163298304155,0.2922019046673708,0.5861642804396118,0.513523320839694,0.6188755065403507,0.3711264503263655,0.5955341573937469,0.4253921299556864,0.3548262561965605,0.5914447281823102,0.1372659674993085,0.3642076660553959
0.2227995819045119,0.2890539139725268,0.7190148010213436,0.2689406196632937,0.2702062225856081,0.3388652925463181,0.1765278700358381,0.2302205669975581,0.285404394222479,0.2962980637374379,0.5084045812069128,0.4827606628073922,0.4934938696043494,0.462267846082093,0.608250965826864,0.4385494268446289,0.6398540053060814,0.4681864121243236,0.5556267653987175,0.2991584066806159
0.2572162319941991,0.3650267430535808,0.3327406521071704,0.3031975561976769,0.7288442980090275,0.3770617109697372,0.1433510941808371,0.4339625738087209,0.2523246196581404,0.3155744118796637,0.5274027051318803,0.5499777397657617,0.3943281000219258,0.3006083488437771,0.4951685919893231,0.3507978741364319,0.2864249960106589,0.5683750194138247,0.3763127039409278,0.6023933582623939
0.2442704256056634,0.2877334755374582,0.3270285028213012,0.258477563602606,0.6689367448282615,0.2954322222503441,0.1709982542399772,0.3427510205170901,0.2746117912446318,0.3210522619370896,0.5315935198798791,0.4750945656153745,0.3942356687545654,0.4174287200481332,0.4831506007439655,0.2609176203280438,0.4287692905189978,0.295592740118905,0.4988672582292457,0.4681434629952434
0.2815605767883863,0.4259098569881738,0.4092098130999762,0.1557472905441307,0.2561236569634706,0.315413719854115,0.2759906833425183,0.2865157989721176,0.6848687626355974,0.3872641263811953,0.4747490664505931,0.5091791230270146,0.624752445287886,0.4860373707015086,0.7166274944191503,0.4864745354337685,0.4355568477562719,0.3937025834981822,0.5281037551635083,0.5198447045967844
0.3662945097681128,0.2712489327446629,0.3119022841191463,0.2339909191470973,0.3459801066439231,0.2543996010891592,0.2708443820293095,0.7237798881170421,0.3088444168472716,0.2674600723621013,0.3835179329106666,0.4134361936404163,0.5461609797830014,0.3938077705941653,0.6498611061460013,0.4736253805232746,0.2680341034980139,0.3718484821460575,0.6170781796987513,0.4103443426762939
0.4595544478512434,0.3386415290418437,0.3594459266201236,0.4547838768600845,0.3355290508925353,0.3770611633446568,0.3293186037111238,0.6949193957171527,0.3861968329619023,0.4390028874746352,0.5790423468118423,0.5908396207700222,0.551358576618602,0.3789808835675885,0.6801711334533604,0.7741910937896901,0.475536569270001,0.3808908194120184,0.4915977789041503,0.6340864436276693
0.7516016425550216,0.274940701905056,0.1979381596967424,0.3630031410186395,0.2833130529216438,0.4002890199519267,0.141127013719935,0.3265368629467582,0.4018959249890885,0.30623446952675,0.472221021038414,0.4509137649831241,0.4493078374133861,0.5140124221707784,0.5578857650089182,0.7267639552795782,0.6089639328445979,0.2312638538732581,0.4949794083730062,0.3977035912337689
0.3049197544314339,0.3694323084174805,0.2775946803537291,0.3443516087686644,0.633243861394903,0.2627447701015087,0.2061801320189551,0.3931821848443962,0.2660786194313606,0.2033678245297504,0.3327376252418222,0.5154306899403608,0.4949205829497338,0.42596381304657,0.3319104267553732,0.3333013987198035,0.5685347001230496,0.3360217804121799,0.3505860341173601,0.5289277878119057
0.47609929339045,0.2198864176115104,0.7669258446684056,0.391292750988721,0.4378522416568324,0.223006623231063,0.2360389613571679,0.2496396324590247,0.266222173413537,0.2201671571900484,0.4586244443618102,0.4310567232902797,0.4431403672491746,0.6054281726072194,0.3762992018705008,0.3350228771837291,0.7298890544837177,0.4840048727131132,0.4531083669160544,0.2845217039406333
0.3794556986897161,0.1954037500503278,0.8335125106855789,0.3989352764474976,0.2505515444337084,0.1751653642428551,0.2714469514856562,0.4881907880499057,0.316255817266881,0.4329503747825338,0.5261773237062441,0.2740507935226349,0.466715789332512,0.4910075992002897,0.4589805393751051,0.8166395968766691,0.3660690715306376,0.5978440008352359,0.3757362176912278,0.3966976244729694
0.1784112667974561,0.2495937270284628,0.3570340470741721,0.2879573223005963,0.3492441202401722,0.2039885688712268,0.2633280062594825,0.5197257127222662,0.8481836556400755,0.2278343780525863,0.4136127942239189,0.6212818471115593,0.4887325437775109,0.3350912473740771,0.7690442176611688,0.4533869733117841,0.1955606298994677,0.5273938067424844,0.5219296045083276,0.3842485408783944
0.3011888951593888,0.6643343994914948,0.0819937127322719,0.2758510803831325,0.4161801575859482,0.383715459352261,0.248691868171748,0.4224086252350859,0.2319242556471719,0.2476021456615268,0.5240885271165484,0.6059720602417171,0.2766090015367038,0.4670803827597353,0.4384599772019708,0.442120880753227,0.7486495545055893,0.5501359442079978,0.4521717923487271,0.4024875074963628
0.3135097186165616,0.2113936338859509,0.4259320119862654,0.4513141323221449,0.668694539437902,0.2341565742366019,0.4218482452562365,0.1511790724885342,0.2371843930815856,0.3681178006875049,0.3988500118786576,0.3920118025882908,0.4244706202324679,0.5636232786042232,0.31240927683999,0.6463369131597337,0.4669843384423552,0.5382530999217283,0.4687694004549648,0.4727253023049421
0.2611255482816241,0.2133152837820886,0.3390566137936099,0.3089531854765411,0.2836861190639018,0.3034717348691761,0.37046166869398,0.2828955565716547,0.339371496684152,0.7235195724322498,0.8299637804686035,0.4225284206889292,0.3328576476150578,0.297952171475807,0.5821770272976228,0.4424898359104622,0.4966933455083179,0.4176070675225899,0.5593827308677912,0.5854564776264071
0.2679331079108375,0.3414147356672421,0.4155785541632875,0.3789540232955943,0.228907992332904,0.2429793225459958,0.2596596999394961,0.3522884232815111,0.2895495530866915,0.7722906988808537,0.7963225983135307,0.2739167486578859,0.4630036147347054,0.3704238464557871,0.5274522352501411,0.7693391531820077,0.6465412970001265,0.502602493518801,0.6221338788558239,0.2759592265961228
0.3587661305768744,0.3889470061377526,0.3313715401284235,0.3206196801864515,0.6383129953126248,0.2711053056487915,0.2922398429811726,0.3345447955161196,0.3345563556263249,0.258757851113514,0.4094378354878044,0.2535164933837759,0.3486179329900012,0.5441065941980566,0.4714612944910903,0.4504581585123666,0.7004636558761275,0.5628238206551397,0.2762025519719053,0.1613024026100475
0.2169472879654247,0.5752985888610441,0.2548934713431534,0.284255786851697,0.1548514135787397,0.234768307088132,0.3241301063320278,0.3380948838217375,0.4110100181648346,0.2301746338474367,0.7164649854590345,0.6507265023472463,0.4728701455833902,0.6476103822307322,0.4494557098993582,0.7413010851563091,0.4756236425762688,0.6780869020421219,0.4144455897543795,0.2589684674766384
0.4114073183804445,0.7579511647832208,0.4485028029784509,0.1635608477506555,0.4415122251393147,0.4140274052031722,0.1933651475838077,0.4690076747380137,0.2619430390001283,0.2028785745526496,0.5141632823034293,0.4854936189811398,0.4269564392363943,0.6069075040510572,0.309066242590158,0.7598387369293691,0.6630792684313782,0.245959941280453,0.4164767258658581,0.4458868796060187
0.2851240540630939,0.3242271705539021,0.6415438410719292,0.392313559424005,0.1286186138592434,0.4108068215123495,0.2596887003986003,0.2877058076883173,0.2237495720492971,0.2978565186041373,0.645574140504149,0.4789163706249735,0.5674381380584484,0.5283570321035185,0.4165295201578977,0.4044993828104168,0.485964345087201,0.561987604223815,0.30764908597224,0.3948453570167042
0.4399932902954602,0.3061219295160876,0.3465638621375443,0.4286365819896886,0.5450416671181049,0.3700894484110378,0.215891586942158,0.1679352192025769,0.4362024037284668,0.4270446611653135,0.561739757440867,0.3386491548712987,0.581116733861624,0.4505123470709836,0.2483262805603432,0.3814123509735333,0.525260064383409,0.4277168380564207,0.4833410221266748,0.214255441930617
0.3013628030134102,0.2446850254426892,0.4548077722638796,0.8531864260126997,0.2986660218022655,0.3724362944139929,0.2760615419172222,0.0750622670746565,0.4280777988985395,0.3964781252892617,0.7149792170612215,0.4590926391210965,0.425833814664828,0.5602356826399543,0.5803255581765429,0.2958198120744306,0.605667907918417,0.2909778879038347,0.4850577991606174,0.3402609506350135
0.3665009102217041,0.36156901371037,0.3344296208634856,0.6862393245157272,0.3681272908571039,0.24741668546052,0.501758871099915,0.2509992005491708,0.2625233743724332,0.2448731853106242,0.765438364587055,0.3987607594822665,0.1000359659927526,0.39455717373393,0.5201611640129853,0.6940492548778274,0.2903295447319233,0.3138362470177734,0.3882030054480468,0.539453112701541
0.2986378902530325,0.2502042490694822,0.2902423510586032,0.4735478910219151,0.6834807933741351,0.1376341907376756,0.3019072421637142,0.2607736341016429,0.2835942554279282,0.2029098024550504,0.4701227179559766,0.3992468364167438,0.5845415602725703,0.3071813841696869,0.7466390330329102,0.66842828079923,0.1558759357507046,0.4885909547977661,0.4449715585160235,0.5426907375900988
0.3052290091737557,0.0704129285930881,0.2993767265770542,0.2912967758825696,0.3529794769173043,0.3820483153447644,0.2092740644364239,0.3076616365352032,0.7170926941704046,0.3111297887342156,0.5064594556434324,0.4717703675032775,0.4496733915322131,0.3972433283652472,0.5335551281661527,0.5961803673868158,0.4186051472137756,0.4796024169442606,0.4401221531196743,0.2132902624251027
0.2819316203358873,0.2944923454428551,0.2621096731830767,0.2611687312559841,0.3426204254156748,0.7877698053955327,0.214042154769041,0.2133580624885134,0.334801835432006,0.2079994602822953,0.5439314309215904,0.5872037103245704,0.337336533380981,0.5196783398927532,0.3498460933082063,0.4313159059651172,0.4641180066056286,0.5138157196622964,0.5750774378998059,0.710923097191193
0.3663404181677482,0.3911185540392309,0.3891725952892513,0.3410061905691626,0.155765615595665,0.3747932969942008,0.6394003047880533,0.3445003610229637,0.293612427226783,0.4286923364524603,0.4272993349612727,0.4099367377784917,0.4200952394155983,0.4006108923853851,0.5782677456284526,0.3695253129103785,0.2894650812953752,0.5308803810399297,0.4316806042917881,0.4385433340476704
